age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b,pisced11,isced11
49,52,"Full time activity","Full time activity","Female","Male","Different sex",27.33333,"21+","Cohabiting","2","10 - Completely satisfied","8",21,,"11-20x","1-5x","1-5x","11-20x","6-10x","1-5x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","2-5y. older partner",25,,"1 - Not at all","3","7","6",12,12,13,13,10,5,6,13,9,2,3,8,0,0,8,12,9,9,11,"East Germany","East Germany","Rural area","Rural area","Married",11,"18+",6,6
31,34,"Full time activity","Full time activity","Male","Female","Different sex",2.333333,"0-2","Cohabiting","0","10 - Completely satisfied","9",23,28,"21-50x","> 50x","21-50x","> 50x","> 50x","11-20x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. older partner",27,25,"2","3","9","9",11,11,13,14,5,3,4,15,9,3,5,12,0,0,10,12,9,9,8,"West Germany","West Germany","City","City","Not married",17,,3,6
49,51,"Home","Home","Female","Male","Different sex",26.83333,"21+","Cohabiting","1","7","7",13,15,"0x","0x","0x","0x","0x","0x","Not at all","Not at all","Not at all","6 to 10 times","6 to 10 times","6 to 10 times","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","2-5y. older partner",20,22,"3","2","8","7",13,10,15,9,8,4,3,13,9,3,3,12,0,3,5,11,12,8,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",20,"18+",4,4
40,45,"Part-time activity","Full time activity","Female","Male","Different sex",16.58333,"11-20","Cohabiting","3+","7","7",18,18,"11-20x","1-5x","1-5x","0x","0x","0x","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","Not at all","Not at all","Not at all","6 to 10 times","6 to 10 times","6 to 10 times","2-5y. older partner",22,21,"2","2","7","7",11,12,12,12,5,5,3,11,11,3,3,14,10,0,11,9,11,10,7,"East Germany","East Germany","Town or suburb","Town or suburb","Married",12,"6-13",6,3
50,55,"Part-time activity","Part-time activity","Male","Female","Different sex",30.33333,"21+","Cohabiting","0","10 - Completely satisfied","9",24,24,"21-50x","> 50x","> 50x","6-10x","11-20x","11-20x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","No answer","More than 50 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","2-5y. older partner",20,23,"1 - Not at all","1 - Not at all","7","9",10,12,10,13,8,6,3,13,12,3,4,15,0,7,11,9,10,12,5,"West Germany","West Germany","City","City","Married",27,,4,6
30,34,"Full time activity","Full time activity","Female","Male","Different sex",2.833333,"0-2","Cohabiting","0","10 - Completely satisfied","8",24,25,"> 50x","21-50x","1-5x","> 50x","6-10x","11-20x","More than 50 times","21 to 50 times","1 to 5 times","More than 50 times","21 to 50 times","1 to 5 times","More than 50 times","6 to 10 times","11 to 20 times","More than 50 times","6 to 10 times","11 to 20 times","2-5y. older partner",24,23,"2","2","10 - Completely satisfied","7",5,12,9,8,9,6,4,14,13,5,3,22,10,0,9,12,12,8,5,"West Germany","West Germany","Rural area","Rural area","Not married",19,,6,6
29,27,"Full time activity","Full time activity","Male","Female","Different sex",3,"3-5","Cohabiting","0","8","7",23,,"> 50x","> 50x","> 50x","> 50x","21-50x","11-20x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",23,,"1 - Not at all","3","7","5",9,12,12,11,5,3,8,13,5,3,3,14,5,6,6,11,7,12,14,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",23,,6,6
30,30,"Full time activity","Full time activity","Male","Female","Different sex",10.58333,"6-10","Cohabiting","0","9","8",22,22,"21-50x","1-5x","11-20x","> 50x","> 50x","> 50x","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","Same age",25,19,"1 - Not at all","2","8","8",8,10,7,12,5,4,6,13,11,5,4,15,0,10,9,10,8,6,9,"West Germany","West Germany","Rural area","Rural area","Married",24,,6,6
29,33,"Part-time activity","Full time activity","Female","Male","Different sex",13.75,"11-20","Cohabiting","1","8","9",19,21,"6-10x","1-5x","1-5x","6-10x","6-10x","6-10x","6 to 10 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","21 to 50 times","2-5y. older partner",25,20,"3","2","7","7",7,14,11,11,8,6,7,9,9,4,3,21,4,1,8,9,9,10,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",13,"2-5",3,3
33,30,"Full time activity","Part-time activity","Male","Female","Different sex",5.583333,"3-5","Cohabiting","1","10 - Completely satisfied","9",26,22,"> 50x","> 50x","> 50x","> 50x","21-50x","21-50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",26,24,"2","1 - Not at all","9","8",9,6,11,11,6,5,6,15,11,5,4,20,0,3,10,13,11,6,9,"West Germany","West Germany","City","City","Married",7,"0-1",6,6
29,30,"Home","Full time activity","Female","Male","Different sex",1.583333,"0-2","Cohabiting","3+","6","6",21,23,"11-20x","6-10x","6-10x","11-20x","11-20x","11-20x","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","21 to 50 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","Same age",23,21,"5 - Absolutely","2","6","5",8,12,11,6,13,10,7,7,10,3,3,15,4,3,8,5,11,9,9,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",18,"0-1",6,6
39,33,"Part-time activity","Full time activity","Male","Male","Same sex",11.33333,"11-20","Cohabiting","0","7","7",25,24,"11-20x","1-5x","6-10x","6-10x","6-10x","1-5x","11 to 20 times","1 to 5 times","6 to 10 times","More than 50 times","21 to 50 times","More than 50 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6-10y. younger partner",25,26,"4","4","4","4",7,15,9,12,11,8,9,11,9,2,1,11,1,0,9,5,12,8,15,"West Germany","West Germany","Town or suburb","Town or suburb","Married",18,,6,3
50,51,"Part-time activity","Full time activity","Female","Male","Different sex",33.41667,"21+","Cohabiting","2","10 - Completely satisfied","8",21,21,"21-50x","21-50x","> 50x","1-5x","1-5x","1-5x","21 to 50 times","21 to 50 times","More than 50 times","No answer","No answer","No answer","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","Same age",23,22,"2","1 - Not at all","2","8",7,12,11,7,11,8,3,7,13,3,4,10,6,7,8,12,12,9,7,"West Germany","West Germany","Rural area","Rural area","Married",17,"14-17",6,3
30,33,"Full time activity","Full time activity","Male","Female","Different sex",8.666667,"6-10","Cohabiting","2","9","9",22,26,"6-10x","11-20x","11-20x","1-5x","6-10x","1-5x","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","2-5y. older partner",20,23,"1 - Not at all","1 - Not at all","9","9",8,11,10,9,6,5,4,12,13,4,5,17,0,0,13,13,11,11,8,"East Germany","East Germany","City","City","Married",22,"0-1",6,6
39,40,"Full time activity",,"Female","Male","Different sex",19,"11-20","Cohabiting","0","8","8",20,19,"21-50x","21-50x","11-20x","1-5x","11-20x","1-5x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","1 to 5 times","1 to 5 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","Same age",18,16,"2","2","7","5",7,12,9,10,12,5,4,10,11,5,3,13,2,0,10,8,8,12,8,"West Germany","West Germany","City","City","Not married",12,,6,6
40,37,"Full time activity","Part-time activity","Male","Female","Different sex",14.33333,"11-20","Cohabiting","2","7","7",18,19,"1-5x","1-5x","0x","11-20x","6-10x","1-5x","1 to 5 times","1 to 5 times","Not at all","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","2-5y. younger partner",25,22,"1 - Not at all","1 - Not at all","9","8",9,14,15,9,5,3,5,14,11,5,4,7,0,2,9,11,10,7,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",16,"2-5",3,3
50,48,"Full time activity","Full time activity","Female","Male","Different sex",26.83333,"21+","Cohabiting","1","9","8",24,21,"11-20x","1-5x","6-10x","11-20x","11-20x","11-20x","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","No answer","No answer","No answer","2-5y. younger partner",26,24,"1 - Not at all","2","4","2",8,10,13,5,7,6,7,11,8,3,3,9,0,0,7,10,12,8,13,"East Germany","East Germany","Town or suburb","Town or suburb","Married",16,"18+",6,3
40,40,"Full time activity","Full time activity","Male","Female","Different sex",14.08333,"11-20","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",27,25,"21-50x","11-20x","6-10x","11-20x","21-50x","6-10x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","11 to 20 times","21 to 50 times","6 to 10 times","Same age",28,27,"1 - Not at all","1 - Not at all","8","9",9,8,10,13,8,3,3,13,13,3,3,17,0,0,9,12,11,10,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",12,,3,3
29,30,"Full time activity","Full time activity","Male","Female","Different sex",1.166667,"0-2","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",26,27,"> 50x","> 50x","21-50x","> 50x","6-10x","21-50x","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","6 to 10 times","21 to 50 times","More than 50 times","6 to 10 times","21 to 50 times","Same age",28,27,"1 - Not at all","2","8","8",11,10,12,10,7,5,6,13,9,4,4,16,0,3,9,12,9,10,12,"East Germany","East Germany","City","City","Not married",7,,6,6
29,27,"Full time activity","Full time activity","Male","Female","Different sex",7.833333,"6-10","Cohabiting","0","9","9",25,25,"21-50x","21-50x","21-50x","> 50x","11-20x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","More than 50 times","11 to 20 times","6 to 10 times","More than 50 times","11 to 20 times","6 to 10 times","2-5y. younger partner",21,23,"1 - Not at all","2","8","7",12,11,12,12,7,3,6,12,11,5,3,20,3,0,6,10,10,9,9,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",17,,4,6
38,45,"Full time activity","Part-time activity","Male","Female","Different sex",16.41667,"11-20","Cohabiting","1","5","7",19,16,"1-5x","6-10x","6-10x","6-10x","6-10x","6-10x","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","6-10y. older partner",22,23,"3","2","5","7",8,10,8,10,11,7,6,9,13,3,4,14,0,3,12,10,11,10,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"2-5",3,6
31,25,"Full time activity","Full time activity","Male","Female","Different sex",4.833333,"3-5","Cohabiting","0","10 - Completely satisfied","7",24,24,"21-50x","11-20x","> 50x","> 50x","11-20x","21-50x","21 to 50 times","11 to 20 times","More than 50 times","Not at all","Not at all","Not at all","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","6-10y. younger partner",26,27,"2","3","7","7",12,11,10,7,6,4,7,9,11,4,4,16,8,4,9,13,13,10,8,"West Germany","West Germany","Town or suburb","City","Not married",21,,6,6
49,56,"Part-time activity","Full time activity","Female","Male","Different sex",25.5,"21+","Cohabiting","1","8","8",19,18,"11-20x","6-10x","6-10x","6-10x","1-5x","1-5x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","6-10y. older partner",18,21,"1 - Not at all","1 - Not at all","8","8",9,11,10,6,7,5,4,13,12,4,3,9,8,3,8,11,10,7,6,"East Germany","East Germany","Rural area","Rural area","Married",9,,3,3
33,32,,"Full time activity","Female","Male","Different sex",4.25,"3-5","Cohabiting","0","8","9",26,20,"21-50x","11-20x","11-20x","21-50x","0x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","Not at all","21 to 50 times","21 to 50 times","Not at all","21 to 50 times","Same age",27,27,"2","1 - Not at all","8","8",7,11,9,11,9,5,3,10,13,4,4,14,0,1,9,12,14,11,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",11,,6,3
39,45,"Part-time activity","Full time activity","Female","Male","Different sex",14.08333,"11-20","Cohabiting","2","7","9",21,22,"6-10x","6-10x","6-10x","6-10x","6-10x","1-5x","6 to 10 times","6 to 10 times","6 to 10 times","21 to 50 times","21 to 50 times","21 to 50 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","6-10y. older partner",20,23,"2","1 - Not at all","7","7",7,11,9,8,12,7,4,9,13,3,3,20,0,0,10,9,9,8,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",10,"2-5",6,8
39,35,"Full time activity","Part-time activity","Male","Female","Different sex",14.91667,"11-20","Cohabiting","2","7","9",18,20,"11-20x","11-20x","11-20x","1-5x","0x","0x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","1 to 5 times","Not at all","Not at all","6 to 10 times","1 to 5 times","1 to 5 times","2-5y. younger partner",22,22,"2","2","7","9",10,10,14,12,6,5,3,13,13,4,4,13,7,0,8,13,14,11,6,"West Germany","West Germany","City","City","Married",10,"0-1",6,3
41,36,"Full time activity","Part-time activity","Male","Female","Different sex",16.33333,"11-20","Cohabiting","2","8","8",22,19,"11-20x","1-5x","1-5x","11-20x","6-10x","6-10x","11 to 20 times","1 to 5 times","1 to 5 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","2-5y. younger partner",24,19,"1 - Not at all","3","8","3",9,10,14,7,7,3,5,12,9,4,2,8,0,3,6,13,12,9,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",14,"2-5",4,6
50,49,"Full time activity","Part-time activity","Male","Female","Different sex",16.08333,"11-20","Cohabiting","1","7","8",20,20,"1-5x","0x","1-5x","6-10x","21-50x","11-20x","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","Same age",24,21,"4","1 - Not at all","7","8",9,9,11,10,10,5,4,15,13,3,4,18,0,0,8,9,12,14,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",7,"6-13",4,3
50,51,"Part-time activity","Full time activity","Female","Male","Different sex",31.16667,"21+","Cohabiting","1","9","9",19,20,"21-50x","6-10x","1-5x","> 50x","6-10x","1-5x","21 to 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","1 to 5 times","More than 50 times","6 to 10 times","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","Same age",23,25,"1 - Not at all","1 - Not at all","4","6",8,14,13,7,8,4,3,13,15,4,4,20,10,9,11,11,10,5,9,"West Germany","West Germany","Rural area","Rural area","Married",20,"14-17",6,6
39,41,"Full time activity","Full time activity","Male","Female","Different sex",7.5,"6-10","Cohabiting","2","7","7",21,16,"6-10x","6-10x","6-10x","11-20x","6-10x","6-10x","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","More than 50 times","6 to 10 times","21 to 50 times","2-5y. older partner",24,17,"2","2","7","8",9,8,10,9,8,4,4,12,13,4,2,14,0,0,9,10,11,7,10,"East Germany","East Germany","Rural area","Rural area","Married",9,"6-13",3,3
29,32,"Part-time activity","Full time activity","Female","Male","Different sex",10.16667,"6-10","Cohabiting","0","9","9",21,22,"21-50x","1-5x","11-20x","21-50x","21-50x","21-50x","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",21,29,"1 - Not at all","2","9","7",6,14,12,11,8,3,7,13,13,4,5,21,1,10,8,7,13,11,10,"West Germany","West Germany","Rural area","Rural area","Married",30,,6,6
31,39,"Full time activity","Part-time activity","Male","Female","Different sex",5.416667,"3-5","Cohabiting","2","9","7",22,18,"> 50x","21-50x","21-50x","1-5x","1-5x","0x","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","1 to 5 times","1 to 5 times","Not at all","Not at all","1 to 5 times","Not at all","6-10y. older partner",23,22,"2","4","7","7",8,12,7,10,7,6,5,12,10,4,4,12,0,1,11,11,12,6,9,"West Germany","East Germany","City","City","Not married",11,"2-5",6,6
